NPDES_ID,YEARQTR,HLRNC,NUME90Q,NUMCVDT,NUMSVCD,NUMPSCH,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,DFR_URL
MA0026182,19993, ,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,19994, ,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20001, ,6,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20002, ,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20003, ,3,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20004, ,5,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20011, ,4,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20012, ,4,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20013, ,5,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20014, ,4,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20023,N,5,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20024,N,7,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20031,N,24,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20032,E,29,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20033,E,23,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20034,E,12,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20041,E,20,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20042,E,10,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20043,E,20,1,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20044,E,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20051,X,35,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20052,E,9,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20053,C,2,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20054,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20061,C,4,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20062,C,5,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20063,C,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20064,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20071,C,4,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20072,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20073,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20074,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20081,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20082,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20083,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20084,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20091,C,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20092,W,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20093,W,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20094,W,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20101,W,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20102,W,4,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20103,N,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20104,N,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20111,N,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20112,N,2,0,0,2,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20113,N,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20114,N,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20134,V,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20143,V,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20144,V,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20152,V,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20154,R,1,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20162,V,0,0,0,4,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20163,R,0,0,0,4,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20172,U,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0026182,20173,U,0,0,0,0,WHEATON COLLEGE,26 EAST MAIN ST,NORTON,MA,2766,BRISTOL,1,41.968421,-71.18534,10900040302,4,7.204,718.91,http://echo.epa.gov/detailed-facility-report?fid=110024355981
MA0100978,19961,R,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19964,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19971,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19972,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19973,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19974,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19981,C,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19984,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19991,N,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,19992,R,0,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20012,N,1,0,0,5,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20013,N,3,0,0,4,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20014,N,4,0,0,4,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20021,T,1,0,0,6,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20022,T,0,0,0,3,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20023,T,2,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20024,T,3,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20031,R,3,0,0,3,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20032,N,1,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20033,N,5,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20034,N,3,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20041,N,0,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20042,N,0,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20043,N,4,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20044,N,3,0,0,0,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20051,T,0,0,0,1,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20052,T,0,0,0,6,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20053,T,1,0,0,6,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20054,T,0,0,0,6,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20061,T,0,0,0,7,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20062,T,0,0,0,10,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20063,T,1,0,0,10,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20064,T,0,0,0,10,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20071,T,1,0,0,10,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20072,T,5,0,0,14,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20073,T,0,0,0,14,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20074,T,2,0,0,14,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20081,N,2,0,0,14,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20082,E,2,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20083,N,1,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20084,E,3,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
MA0100978,20091,N,0,0,0,2,MEDFIELD WASTEWATER TREATMENT FACILITY,197 WEST ST,MEDFIELD,MA,2052,NORFOLK,1,42.190808000000004,-71.33502800000001,10900010604,4,6.949,642.5,http://echo.epa.gov/detailed-facility-report?fid=110038211869
