NPDES_ID,REGISTRY_ID,ACTIVITY_ID,ACTIVITY_TYPE_CODE,COMP_MONITOR_TYPE_CODE,COMP_MONITOR_TYPE_DESC,STATE_EPA_FLAG,ACTUAL_BEGIN_DATE,ACTUAL_END_DATE,ACTIVITY_OUTCOME_CODE,ACTIVITY_OUTCOME_DESC,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,DFR_URL
MA0101702,110006618856,20127557,INS,FLP,Follow-Up,E,,09/01/1993,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127574,INS,CEI,Evaluation,E,,09/27/1978,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,1400011723,INS,CEI,Evaluation,S,06/05/2008,06/05/2008,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127537,INS,CEI,Evaluation,S,,05/15/2001,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127541,INS,CEI,Evaluation,S,,05/21/1999,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127544,INS,CEI,Evaluation,S,,06/01/1998,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127571,INS,SA1,Sampling,E,,02/09/1981,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,2200022596,INS,ROS,Reconnaissance without Sampling,S,08/17/2010,08/17/2010,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127552,INS,CEI,Evaluation,S,,03/26/1991,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127573,INS,CEI,Evaluation,E,,06/25/1980,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127571,INS,CEI,Evaluation,E,,02/09/1981,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127538,INS,AU1,Audit,E,,09/19/2000,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127547,INS,CEI,Evaluation,S,,06/28/2005,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127548,INS,FLP,Follow-Up,E,,08/01/1997,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127549,INS,CEI,Evaluation,S,,05/15/1990,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127550,INS,CEI,Evaluation,S,,06/21/1993,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127561,INS,CEI,Evaluation,S,,05/04/1989,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127562,INS,CEI,Evaluation,S,,08/17/1988,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127569,INS,CEI,Evaluation,S,,02/27/1984,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,167776,INS,CEI,Evaluation,E,01/20/2006,01/20/2006,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127545,INS,CEI,Evaluation,E,03/15/2006,03/15/2006,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127565,INS,AU1,Audit,E,,02/27/1986,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,1800033093,INS,FLP,Follow-Up,S,05/19/2009,05/19/2009,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127540,INS,FLP,Follow-Up,E,,08/01/1996,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127554,INS,FLP,Follow-Up,E,,10/01/1992,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127556,INS,CEI,Evaluation,S,,02/07/1992,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127560,INS,CEI,Evaluation,E,,10/26/1989,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127568,INS,CEI,Evaluation,S,,08/17/1984,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127570,INS,CEI,Evaluation,S,,05/11/1983,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127572,INS,CEI,Evaluation,E,,08/06/1980,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,600017676,INS,PRV,Plan Review,S,06/02/2006,06/02/2006,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,2600060393,INS,CEI,Evaluation,S,05/04/2011,05/04/2011,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,3600840042,INS,CEI,Evaluation,S,06/30/2016,06/30/2016,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,3601201460,INS,CEI,Evaluation,S,06/09/2017,06/09/2017,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127558,INS,CEI,Evaluation,E,,06/26/1995,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127559,INS,CEI,Evaluation,S,,06/15/1995,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127564,INS,CEI,Evaluation,S,,10/31/1986,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,20127566,INS,SA1,Sampling,S,,10/15/1985,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0101702,110006618856,2200020922,INS,AU1,Audit,E,09/21/2010,09/21/2010,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MAG640069,110022425222,3600428684,INS,CEI,Evaluation,S,12/16/2014,12/16/2014,,,QUITTACAS WTP,1 NEGUS WAY,EAST FREETOWN,MA,2717,BRISTOL,1,41.78603,-70.92921,10900020401,4,4.803,331.07,http://echo.epa.gov/detailed-facility-report?fid=110022425222
MAG640069,110022425222,2600038830,INS,CEI,Evaluation,S,06/09/2011,06/09/2011,,,QUITTACAS WTP,1 NEGUS WAY,EAST FREETOWN,MA,2717,BRISTOL,1,41.78603,-70.92921,10900020401,4,4.803,331.07,http://echo.epa.gov/detailed-facility-report?fid=110022425222
MAD000138,110006618856,1000005597,INS,CEI,Evaluation,E,06/05/2008,06/05/2008,,,MANSFIELD WATER POLLUTION CONTROL FACILITY,80 HILL STREET (AT CRANE ST),NORTON,MA,2766,BRISTOL,1,41.951935,-71.145916,10900040302,4,8.107999999999999,688.63,http://echo.epa.gov/detailed-facility-report?fid=110006618856
MA0100595,110000552651,20124291,INS,CEI,Evaluation,E,,02/23/1999,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124294,INS,CEI,Evaluation,S,,06/12/1998,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124303,INS,CE2,Evaluation (IU),E,,04/22/1993,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124306,INS,CEI,Evaluation,E,,03/24/1993,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124307,INS,CEI,Evaluation,E,,05/23/1991,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124321,INS,AU2,Audit (IU),E,,05/06/1987,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124329,INS,CEI,Evaluation,S,,10/07/1985,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124331,INS,SA1,Sampling,S,,05/20/1985,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124336,INS,SA1,Sampling,S,,09/17/1984,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124343,INS,SA1,Sampling,E,,04/29/1982,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
MA0100595,110000552651,20124345,INS,CEI,Evaluation,E,,12/28/1981,,,ATTLEBORO WASTEWATER TREATMENT FACILITY,106 POND STREET N,ATTLEBORO,MA,2703,BRISTOL,1,41.898891,-71.337683,10900040401,4,31.228,2984.84,http://echo.epa.gov/detailed-facility-report?fid=110000552651
